"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GPR109A",1586.85171010638,-3.78078511477939,0.800916217631498,-3.47200500322349,0.000516586709088157,0.0190344028139711
"VSX2",12.3141446287328,-5.96477379916675,1.43020469513327,-3.47137288533661,0.000517804419854557,0.0190386769776736
"CBX2",1239.9254181864,3.55485299726799,0.736677731597822,3.46807414923025,0.000524202626153361,0.0192330054831343
"TLL2",34.8315207174981,3.65770790291176,0.766514237931971,3.46726488744967,0.000525783480543427,0.019250136286591
"KLHL33",11.1394894535964,-4.90567905384504,1.12696303398081,-3.46566740529979,0.000528917135556739,0.0193239260455729
"RELN",345.485885370583,-3.07242541923446,0.598248681634849,-3.46415375888684,0.000531902386731082,0.0193919939770039
"S100A7",571.406834054955,7.66326865376852,1.9238222601883,3.46355731070309,0.000533083023110912,0.0193941215207993
"SGK2",520.860578045786,-4.05094163874845,0.881397484508969,-3.4614821262488,0.000537209791140034,0.0195031983207793
"PREX2",859.881303447718,-3.5626938637759,0.740741953277669,-3.45963105294141,0.000540915984033303,0.0195965809645273
"MKI67",3994.8658693616,4.17449535549402,0.919037464957128,3.45415228055159,0.00055202557385502,0.0199572258196414
"SCN9A",253.041589356478,-3.49881232773537,0.724594574941966,-3.44856615568161,0.000563571396652856,0.0203321029343591
"PTGFR",629.979806524576,-3.36648749752208,0.687164948351079,-3.44384198175519,0.000573510785294828,0.0206444990731303
"RRM2",1745.094721605,3.98948594498382,0.868198793735501,3.44331962513021,0.000574619758936153,0.0206444990731303
"C16orf59",166.714847731731,3.24415554392338,0.651877854688622,3.44260129069015,0.000576148058586703,0.0206564618266324
"MND1",162.279739596571,4.9754434947009,1.15742203334612,3.43473977526404,0.000593123092539166,0.0212210355324417
"TUBB3",2273.28164552447,3.63184117892515,0.766934417066406,3.43163785632698,0.000599948120653457,0.021414395292321
"ACTL8",112.901875940806,6.66922833916348,1.65227742467443,3.43116007911357,0.000601005828179832,0.021414395292321
"METTL7A",9034.96633750686,-2.73696791261937,0.506783613698512,-3.42743503473398,0.000609312076541248,0.0216656831166858
"RAD51AP1",604.237119037008,3.7592773452568,0.805559240692153,3.42529413837519,0.000614134147223836,0.0217923043083678
"BLM",498.752352681451,3.70306378686505,0.789617164959748,3.42325864585636,0.000618751719966983,0.0219111649031751
"LPL",68776.3477654024,-5.04656796872283,1.18296188823268,-3.42070865424778,0.000624582033894625,0.0220723969892291
"VWA5B2",79.893472511617,4.81214832842974,1.11518260102102,3.41840728589154,0.00062988773442508,0.0222144692624486
"CDCA5",660.697385026472,3.31308800284492,0.677991604202085,3.4116764698984,0.000645646943900242,0.0227238795061916
"C20orf103",514.598230558687,3.92008373846738,0.857176188137926,3.4066318907094,0.00065769765072293,0.0230401853192554
"COL1A1",222691.410815111,2.81467345425637,0.532703663030865,3.40653458985362,0.000657932129956666,0.0230401853192554
"ASF1B",922.361796547551,3.64688613878008,0.777068951932529,3.40624359292366,0.000658633849181886,0.0230401853192554
"UNC5B",3226.88072964203,2.93148287965942,0.568150563359533,3.39959687488184,0.000674852689476181,0.0235598572259351
"TRIB3",2330.17363783408,2.54028034386879,0.453408435548986,3.39711444054591,0.000681004803168644,0.0237019416778722
"LOC283867",38.4544000625239,4.86351943759576,1.13738333218302,3.3968490026844,0.000681665703020801,0.0237019416778722
"PKD1L2",478.642118462465,-4.4862038934911,1.02716192583773,-3.39401588571133,0.000688756971358002,0.0238955118312705
"ESPL1",517.142851493529,4.0128929244944,0.88783637317069,3.39352274308676,0.000689998287356287,0.0238955118312705
"TTLL10",17.3214262959644,-4.2200124125974,0.949203494766074,-3.39233097049538,0.000693006752386861,0.0239516993759947
"DDN",70.5651133968185,4.64784238321239,1.07579933023451,3.39082046315945,0.000696837337573573,0.0240360200211755
"PPAP2B",11042.6957560311,-2.65442270892409,0.488113723479674,-3.38942059881048,0.00070040489623716,0.0241109502228573
"PPP1R12B",5884.74482785044,-2.00455795001409,0.296868183772866,-3.38385184039352,0.000714765622470555,0.0245563910972439
"STX11",1312.95382593451,-3.48084521860216,0.733578718819249,-3.3818391332225,0.000720022959142877,0.0246442049754251
"SPESP1",87.9441220687427,-2.89339898225681,0.55988210186401,-3.38178158571801,0.000720173804327857,0.0246442049754251
"ADM2",719.756710610961,3.39030226871067,0.70715266434813,3.3801785515637,0.000724387542206015,0.0247338515903177
"LMX1A",46.9890385164608,-4.06830186502248,0.907862825817731,-3.37969765670138,0.000725656082188015,0.0247338515903177
"BMPER",321.589486088128,-3.50024088998933,0.73992910292008,-3.37902763943504,0.000727426944077697,0.0247454035838714
"GABBR2",65.6977652216815,5.89120417564814,1.44855085204411,3.37661889380408,0.000733826493336469,0.0249140582148281
"RECQL4",610.281840369673,3.53792554471522,0.751804328200062,3.37577937439042,0.000736069188314076,0.0249411993005011
"TCF21",14.6344532940966,-4.83693935866898,1.13855065648519,-3.37002076878507,0.000751625184642594,0.0254184634360248
"CCL14",3811.63166008051,-3.81135465112613,0.834638416162997,-3.3683504098104,0.000756194200898247,0.0255230312221145
"CCNB1",2057.73455753893,3.46299979318334,0.731563329387863,3.36676223949642,0.000760562308275728,0.0256204234879393
"HMGA2",18.5212987832404,3.66580165361287,0.792372640658332,3.36432824257791,0.00076730226712405,0.0257971799186201
"UTS2D",34.6499011158778,-4.48775878345019,1.03817067262734,-3.35952351131589,0.000780770073805151,0.0261990051367511
"LOC148709",23.5271528404638,3.49677897308454,0.743740868305603,3.35705496293718,0.000787774508756034,0.0263828125694051
"LOC100133920",21.2461824550646,-6.75284035229396,1.71416098808153,-3.35606771609735,0.000790592085346767,0.0264259609804207
"GPC2",71.4292283732435,3.51974674542013,0.751152415598571,3.3545079441863,0.000795062702006686,0.0265240898713852
"CENPI",165.241422730979,3.4964611074299,0.745514643259144,3.34864127754244,0.000812088658371723,0.0270120307396086
"UBE2S",878.377773916097,3.26585999649686,0.676700622005928,3.34839354777039,0.00081281499824064,0.0270120307396086
"MYO16",168.946377895134,-3.75326662795781,0.823043129300735,-3.34522764353432,0.000822150610089414,0.0272698362628698
"GATA5",83.3581806492976,5.5163036066772,1.35069627357119,3.34368554577873,0.00082673388435224,0.0273693261599445
"PLD5",14.3980586460927,-3.24811055061263,0.672674759441244,-3.34204683475862,0.000831630272649922,0.027478781532817
"FOXJ1",111.186419228611,5.33381419910524,1.29714169811203,3.34104917405172,0.000834624393896054,0.0275250842574766
"SEPT3",1675.00064246251,4.27390064869258,0.98064037089301,3.33853341741502,0.000842218992331753,0.0276396347946411
"PNPLA2",20895.1676189232,-3.26155538036631,0.677449345888731,-3.33833871726516,0.000842809419882415,0.0276396347946411
"S100P",882.298446924263,4.70789899214017,1.11071135775383,3.33831014354494,0.000842896101890855,0.0276396347946411
"HMGB3",3648.18272063989,3.2121253539093,0.6632701167932,3.33518018964062,0.000852441433391788,0.0278553702406822
"BGN",24037.5770945848,2.1972916598751,0.358997639087557,3.33509619427632,0.000852698967497302,0.0278553702406822
"GYPC",2745.18949144445,-2.86887375636229,0.561438705872095,-3.32872268480195,0.000872452276525394,0.0284468826238402
"CLSPN",325.321833966839,3.95811054012005,0.889214945996577,3.32665409352154,0.000878954073195198,0.0286049064762452
"AVPR2",169.05818334836,-3.78275272468819,0.83671484860206,-3.32580774601702,0.000881627157347537,0.0286379678686518
"PRSS1",7.07563814243595,6.14538213540058,1.5474396402354,3.32509391747123,0.000883887553406601,0.0286575249726444
"CXCR4",4635.8905580523,2.86277715969246,0.560394049553175,3.32404878527481,0.000887206742253455,0.0287112728705655
"ASAM",3009.66951688391,-2.94280468446459,0.585012423144003,-3.32096312420764,0.000897073890873777,0.028954147593602
"CLEC5A",200.327936649197,3.33436465763016,0.702983064509818,3.32065561103935,0.000898062792093667,0.028954147593602
"OSBP2",872.499676181968,3.10514302433576,0.63512850207845,3.31451512165916,0.000918022143147617,0.0295425338095605
"SPC25",281.909334435372,4.12058345587071,0.942604481623194,3.31059687993099,0.000930972193692806,0.0298681623149182
"USHBP1",264.289123868593,-3.11795599892632,0.639855690747311,-3.3100526096012,0.000932784372469772,0.0298681623149182
"AKAP12",10185.5953362456,-3.18181533528375,0.659180596151485,-3.30989010905648,0.000933326060416401,0.0298681623149182
"GPRC5A",6486.72859359612,2.48857630628136,0.450031887571036,3.30771295855429,0.000940611654671466,0.0300456746846166
"RUNX2",825.710600032887,2.60017052105625,0.484310825113191,3.30401559924303,0.000953105287386106,0.0303322694111389
"SEMA7A",895.388532563434,3.38355864598233,0.721488587489971,3.30366784355472,0.000954288252181077,0.0303322694111389
"CAT",16073.1022118507,-2.96844875593718,0.595867103319369,-3.30350298744742,0.000954849520262692,0.0303322694111389
"GPR133",789.213316441251,-3.88857843157845,0.875548420101126,-3.29916468953804,0.000969730014099213,0.0307154469405186
"GNAI1",4006.72905823618,-3.19668963160252,0.665875084033259,-3.29895153652092,0.000970466641370473,0.0307154469405186
"MAPK15",202.937186105891,4.00917694389004,0.912956006740669,3.2960809958774,0.000980437442581337,0.0309742951467058
"CENPM",252.41923163583,4.00092307286336,0.910905335568907,3.29444010884966,0.000986179576732564,0.0310988490246632
"CKAP2L",301.709601154371,3.96864726804506,0.90128956762297,3.29377746585314,0.000988507249263338,0.031115471356138
"CCL13",424.019799602493,-4.1533727214234,0.957722034407657,-3.29257614227674,0.000992740125469704,0.0311339226892338
"ANKRD53",226.854182360577,-3.86630873850129,0.870587406061139,-3.29238479507708,0.000993415886629803,0.0311339226892338
"ACSM2A",6.94110891722869,-6.32223050842449,1.61667786163284,-3.29207854869061,0.000994498311698227,0.0311339226892338
"CHRNA2",51.556028417344,-6.9652410374919,1.81245234005678,-3.29125401294967,0.000997418055763317,0.031152071311505
"ANKRD29",505.509858102175,-3.09868223179605,0.637723389744791,-3.29089737893402,0.000998683380971806,0.031152071311505
"FUT5",6.68076204335782,6.06324996946425,1.53996042619235,3.28790914581062,0.0010093440689284,0.0314278826218948
"ABCA6",1523.98078901609,-3.70291956965178,0.822726701873994,-3.28531888353096,0.00101867010403436,0.0316612195464348
"MEX3A",3029.77560739299,4.12710122493527,0.952733993173012,3.28223958349663,0.00102986062495858,0.0319515645599806
"KIF26B",636.281015532825,3.99958526703181,0.91408342398526,3.28152243911622,0.00103248308954713,0.0319755201979639
"FBLN5",7394.64891443649,-2.81735549171586,0.554318696125527,-3.27853905058312,0.00104345925832632,0.0322576376442524
"MEOX1",1401.41140441278,-3.97975364879956,0.90944262468203,-3.27646139286839,0.00105116682851544,0.032437882077813
"POC1A",374.896518288658,2.39603999153629,0.426247357227663,3.27518744190277,0.00105591887253546,0.032526442132416
"GCNT3",41.8068072393979,5.89756055308039,1.49691042533282,3.27177930636129,0.0010687296564283,0.0328346833080157
"MCM2",2335.54203508113,2.61488626835758,0.493620171818068,3.27151595610394,0.00106972551949614,0.0328346833080157
"TMEM151A",13.9123562022269,3.60132475434762,0.795493845641627,3.27007527286331,0.00107518869526276,0.0328921217040452
"PAPL",20.4954669947222,5.99933504703938,1.52883987092011,3.27001875221281,0.00107540355088164,0.0328921217040452
"KLF14",26.0608693387278,-3.80112199295928,0.857534169374595,-3.26648440726526,0.00108891804500832,0.0332466302752451
"ADRBK2",6609.58984301711,-3.3431231910169,0.717559766801365,-3.26540491736562,0.0010930769663236,0.0333147496561519
"TSHZ2",878.120454517131,-2.45089572882764,0.444788739100065,-3.26198844818602,0.00110633651855686,0.0336595094668683
"PEAR1",1090.42206527825,-2.61090723854811,0.494503923589157,-3.25762276435744,0.00112349650174504,0.0341215167779543
"FOXP2",150.92910034607,-3.1505952352421,0.661797594445448,-3.24962685463399,0.00115556526306601,0.0350339005456906
"ACSL1",52121.2136662136,-3.43446981084153,0.750119358353983,-3.2454432534358,0.00117267933989114,0.0354900047495518
"ERVFRDE1",21.8981009618616,-3.66560599585164,0.82146315835865,-3.244948928906,0.00117471689813921,0.0354900047495518
"DKK1",1069.98804836237,5.23823293813586,1.30846588450722,3.23908554920559,0.00119913600365547,0.0361645188118153
"TMEM158",676.326497602403,3.44850976743457,0.756512087791085,3.23657719017272,0.00120972504034015,0.036420310839927
"C17orf91",867.825948800721,-2.25327788732897,0.387284903919812,-3.23606181042486,0.00121191138446956,0.0364215170828922
"C5orf46",646.475559194129,5.22138943214352,1.30474996426268,3.23540107129189,0.00121471971151285,0.0364215170828922
"HMMR",460.210451373239,3.8322550391433,0.875482314585184,3.23507967203799,0.0012160879206544,0.0364215170828922
"RAMP1",295.42259116558,3.42538795578456,0.749897344308442,3.23429329919985,0.00121944154478063,0.0364587704763911
"WDR62",375.916023247248,3.6836979969283,0.830401424645801,3.23180803558111,0.00123009662493244,0.036713816537923
"GPR17",38.4216117657313,-3.53136053814291,0.783561791943241,-3.23058189433294,0.00123538507975092,0.0368080854537512
"LY6G6C",198.741557378505,4.63266163023279,1.1248805197186,3.22937553504931,0.00124060869749905,0.0369001013794855
"APBA2",319.937415214683,3.2228754353454,0.688650561211667,3.22787137708027,0.00124715037320521,0.0370309374559438
"RHOXF1",11.3993922940362,-4.83000769255593,1.18856141501961,-3.22238938952325,0.00127126239225667,0.0376821361931176
"SHE",1552.14741585824,-2.7817864476306,0.55450884342615,-3.21326966874226,0.00131233009909315,0.0388295358527839
"CAPN11",106.726960967243,-3.41459909610465,0.751555360724073,-3.21280270528354,0.00131446550974357,0.0388295358527839
"USP53",3608.33914991822,-2.01069712668688,0.314689450353924,-3.21172865995404,0.00131938926335028,0.0389084741637476
"MATN2",6166.80164113724,-3.00399092708041,0.624187282095302,-3.21056033111299,0.00132476456319272,0.0390004368254403
"PHGR1",18.2328124426449,-6.58307085479855,1.74144465401335,-3.2059995946077,0.00134594178042961,0.0395564964415034
"RSPO4",232.348238982961,4.5458547418566,1.10763746056345,3.20127737468615,0.0013681975609703,0.0401423124806924
"LOC339524",1478.19093904983,-3.59916496904572,0.813224181691135,-3.1961235629278,0.00139287448080054,0.0407970574622274
"C1QTNF9",75.6269194782894,-3.7463018138281,0.859670724628277,-3.19459734425131,0.00140026053628948,0.0409439971702513
"ITPRIPL1",107.06135153986,-2.40325218999682,0.439762021395142,-3.19093537351182,0.00141812997659003,0.0413377675721795
"CXCR2",39.6820335629766,-2.5114331773659,0.473735824155677,-3.19045573566169,0.00142048599013418,0.0413377675721795
"MAD2L1",630.723670395294,2.82743346651876,0.572796573186038,3.19037080887917,0.00142090353208001,0.0413377675721795
"CDKN2A",1740.4874017899,4.17361971438117,0.995272242710633,3.18869509084046,0.00142916536555908,0.0414707704315119
"DTX1",1008.60740720703,-2.95519059701575,0.613206378127579,-3.18847074452473,0.00143027482073845,0.0414707704315119
"CHST6",177.519869934568,3.56199371110358,0.803790051665789,3.18739166501757,0.00143562227205115,0.0415560946119195
"FAM71E1",298.988722071247,3.63622566748103,0.827934004234723,3.18410121337841,0.00145204231464357,0.0419584283216149
"SYNPO2",9280.52092374336,-2.75181406539607,0.550255759469589,-3.18363603696707,0.00145437755712327,0.0419584283216149
"ARTN",280.819713792761,4.30568803725714,1.03879157604723,3.18224378545291,0.00146138752876527,0.042090396474321
"AGXT",10.8887415279704,-5.78059830953228,1.50415505135434,-3.17826164611675,0.00148160981907287,0.042601829090513
"SLIT3",6586.04800092705,-2.75420921826822,0.552300064404231,-3.17618869040056,0.00149223855363088,0.0428361701749091
"ALPK3",2719.04828791018,-3.45298969479663,0.772784411493673,-3.17422253647092,0.00150238455181232,0.0430558995686048
"LRRN3",447.381586201169,-3.33392446409155,0.7354843112397,-3.17331645070387,0.00150708161061273,0.0431190021738387
"C15orf42",415.198973755656,3.75934059860751,0.8697941142118,3.17240661154393,0.00151181173570551,0.0431828406689702
"HAGHL",183.186696866406,3.51101599641762,0.79185153063584,3.17106919576367,0.00151878960189548,0.043310566188706
"FSD1",50.4875589828814,6.19566164145052,1.64092944125151,3.16629192629262,0.00154395760368004,0.0439557353364001
"PPP2R1B",6225.54619883105,-2.66730708716725,0.52717549782648,-3.16271733804299,0.001563040146651,0.0444258170629538
"ADAM19",923.181958086794,2.40576837865113,0.44595056995651,3.15229640538014,0.00161991744173874,0.0459668198861858
"FANCI",2331.50434265962,2.72312437135258,0.546744885821729,3.151605833062,0.00162375306367834,0.0460001257269269
"ALDH2",24789.5695747774,-3.56437976028288,0.814955721653073,-3.14664918859793,0.00165152983221514,0.0465738839028306
"OXTR",3831.59579824284,-4.01705974145519,0.958855148200534,-3.14652296242791,0.00165224287203342,0.0465738839028306
"FAM72A",107.956971730001,4.37559599840039,1.0728773848157,3.1463017546784,0.00165349313712671,0.0465738839028306
"CDC7",670.138669215853,2.80379931139883,0.573349461007161,3.14607309167122,0.00165478645427568,0.0465738839028306
"GAL",352.872773991918,4.99284826289437,1.26961310907406,3.14493307792512,0.00166124826709135,0.0466797256969197
"FAM149A",545.673263112728,-3.10232244368519,0.668897002187813,-3.14296885291601,0.00167243635114572,0.0469178126366058
"MRAP",929.099865562062,-7.03580894047923,1.92172607892373,-3.14082688822103,0.00168471581175414,0.047185695207331
"CTHRC1",3597.90818233987,2.64398344388237,0.524035614757828,3.13715976087256,0.00170593143716783,0.0477025908830053
"RNF157",1489.16243149561,-3.58029154195328,0.822972688198468,-3.13533070897125,0.00171660474273149,0.0479235000955459
"EFHA2",308.392016841727,-2.59025373583545,0.50774730253088,-3.13197869867312,0.00173632472418951,0.0482750709917305
"PNPLA7",791.786155709618,-3.03820285620898,0.650826203179117,-3.13171603456175,0.0017378787529849,0.0482750709917305
"LOC286467",66.667158235022,3.82098485394032,0.900877854612201,3.13137329272531,0.00173990847775088,0.0482750709917305
"CCNE1",474.014141945589,3.79618000155818,0.893070444379982,3.13097361933127,0.00174227810531953,0.0482750709917305
"GIMAP6",2335.09635992225,-2.69339810630796,0.540879357097533,-3.1308240628651,0.00174316557484173,0.0482750709917305
"TENC1",9306.75581956617,-2.64935102801349,0.52711923108855,-3.12899042709452,0.00175408022822268,0.0484574494285894
"KLK11",473.474704491945,-5.47704161585559,1.43092419275116,-3.12877624023382,0.0017553592582777,0.0484574494285894
"CD34",11384.4833822038,-2.38703663818561,0.443506278191218,-3.12743405536999,0.00176339373971756,0.0485600500113958
"PGM5",1231.07148730238,-3.31090742341906,0.739012895738479,-3.12701907740029,0.00176588468219872,0.0485600500113958
"S100A14",11668.0451518773,4.26261787999341,1.04345363439559,3.12674926076927,0.00176750601569168,0.0485600500113958
"SULT1C4",233.252091915081,-3.24863728952195,0.719339310328261,-3.12597581869371,0.00177216123155587,0.0486106638770111
"PSG5",5.17080417123495,-5.88896702686278,1.56567654909741,-3.1225906970895,0.00179266861525646,0.0490952556897731
"PPM1E",129.627589297561,3.56832019270589,0.823105687119408,3.12027997485249,0.00180679220916226,0.0493671290443223
"CCL16",14.5358034974448,-4.84809934970179,1.23335222632613,-3.12003275914489,0.0018083092810055,0.0493671290443223
"CSMD2",157.98793194575,3.27643423874531,0.730545912959116,3.11607278661582,0.00183277028476699,0.0499446944354995
"SRPK3",119.329964452547,2.9188656084421,0.615874813686269,3.11567475370016,0.00183524570143754,0.0499446944354995
"PTGER4",1142.90408170207,-2.21024864628405,0.38879314560332,-3.11283431812054,0.0018530001055975,0.0503485767686012
"HLF",2619.58454009642,-3.05895798240447,0.661712000486876,-3.11156210086794,0.00186100326917672,0.0504866522678852
"STRA6",776.787120970044,4.38214949686875,1.08728992052436,3.11062342529364,0.00186692856014252,0.0505680132411017
"VGF",38.2199392649691,5.62220896259168,1.48840904347885,3.10546955008298,0.0018997717996815,0.0513770836780845
"MOGAT1",16.3000815463621,-6.36924566491064,1.73111723066134,-3.10160719898757,0.00192473169028798,0.0519707630310415
"C3orf55",343.932452775485,-3.55801292054991,0.825265858976587,-3.09962285816852,0.00193767197562707,0.0521773241742692
"XRCC2",205.012640837813,3.0646655380885,0.666126761074238,3.0995084700679,0.00193842035298193,0.0521773241742692
"PTPRM",5324.74193030912,-2.43420754428317,0.462898034913801,-3.09832281865324,0.00194619305368949,0.0523050733449581
"RAD54B",496.281090383338,2.91028029963572,0.616779196910056,3.09718665805502,0.0019536681489357,0.052424439878506
"CCNA2",876.181891224257,3.53905507747208,0.820585679809075,3.09419861928719,0.00197345322470759,0.0528732483351502
"TLR4",2522.24074037233,-2.51566076301542,0.49022548702248,-3.09176247081972,0.00198971992374007,0.0532265479909476
"KLF15",871.42696626069,-3.89705267325722,0.937502410116436,-3.09018157393047,0.00200034166680735,0.0534279819846952
"ATP1A3",74.2498300904785,3.49093815706781,0.807430963530504,3.08501688636778,0.00203540596673515,0.0542806335048613
"SV2B",381.34536904228,-2.97353772354271,0.640061226233297,-3.08335772056808,0.0020467895720158,0.0544286545490503
"KCNA4",29.7774584874568,-4.36034061672404,1.09015817718609,-3.08243398714647,0.00205315262984217,0.0544286545490503
"FANCA",398.39099573897,3.0696188101226,0.671435222619929,3.0823804596473,0.00205352190509438,0.0544286545490503
"LOC728264",1442.3212688756,-2.75536905286285,0.56948576006626,-3.08237567285021,0.002053554931195,0.0544286545490503
"ARHGEF15",2163.61579366451,-2.57405059480151,0.510818357960034,-3.08142918176928,0.00206009474847493,0.0545183726621673
"F10",349.731783335681,-3.42398120877939,0.787481753765346,-3.07814269624549,0.00208295148282594,0.0550389672396255
"MMD",8640.10350992659,-3.58781101065235,0.840939890509661,-3.07728416722386,0.00208896054930428,0.0551134767214157
"RDH16",81.4143028443941,4.08036069706193,1.00135330089397,3.07619767599697,0.00209658797533179,0.0551571622434804
"SOX5",259.247322593683,-3.40720288314119,0.782540322467332,-3.07613909983749,0.00209699991863704,0.0551571622434804
"XKRX",31.3913080163002,2.68756272241412,0.549198888589628,3.0727715541229,0.00212080774453335,0.0556985997466273
"KCNA6",220.398019716792,-3.27225808871506,0.73967083425326,-3.0719855150285,0.0021264004349612,0.0557607373544227
"PDZD2",6209.07277036327,-3.0213731989455,0.658649386247619,-3.06896695138734,0.00214800351889888,0.0562418921365024
"LIMS2",2369.84686364356,-2.33991171308492,0.436740343709466,-3.067982457733,0.0021550926865314,0.0562954121190091
"TNFRSF8",151.677636034459,-2.75126409104901,0.570857380559507,-3.06777866186571,0.00215656286226399,0.0562954121190091
"CDKN1C",2140.69451343976,-2.85371308060436,0.604403498654742,-3.067012492036,0.00216209821280156,0.0563547801137614
"BANK1",466.770295576903,-3.46567517470614,0.804250711973369,-3.06580415534378,0.00217085456334182,0.0564977977546836
"KIF15",324.758676631559,3.43357657513702,0.793958968665183,3.06511629842583,0.00217585370615212,0.0565427487158117
"C19orf45",11.1801078082059,4.33715607013909,1.08959516575656,3.06274860151562,0.00219314222397331,0.0568329232833984
"DLX4",251.43526885805,4.36024653523218,1.09715655432901,3.06268647074455,0.00219359758289605,0.0568329232833984
"PBK",372.499797994965,4.15650773630742,1.03174171666102,3.05939721670137,0.00221782875528451,0.0573746986827419
"DGAT2",19539.5893593034,-3.80137243866617,0.916284671397078,-3.05731671184116,0.00223328174290272,0.0576881043334856
"KPNA2",9028.94188092189,2.92817495154152,0.631084784972206,3.05533423948169,0.00224809833021968,0.0579841600664572
"C1orf183",223.041665900836,-2.15209121553082,0.37713844605144,-3.05482304334912,0.00225193348319436,0.0579965164278416
"DEPDC1B",165.765629959964,3.7179544856588,0.891000447875535,3.05045243483253,0.00228496870145158,0.0587257213114339
"LTBP4",5969.51073631386,-2.53855787109714,0.504415470777241,-3.0501797828017,0.00228704417814913,0.0587257213114339
"HOXB8",90.7385995644226,-3.25186890142549,0.738844976819132,-3.04782325396623,0.00230505459708694,0.0590863210584214
"KNDC1",367.491088285652,5.10996840379019,1.34865857553444,3.04744913082358,0.00230792585582052,0.0590863210584214
"DOC2B",121.946709883643,-3.07422307350206,0.680856206693304,-3.04649212728173,0.00231528542244715,0.059187052345132
"RXRG",83.7820883054649,-4.27594987292179,1.07547969689816,-3.04603599897805,0.00231880070703439,0.0591893574863534
"CCKBR",44.8447290586587,5.00857772815302,1.31658230095623,3.04468450262593,0.00232924512234026,0.0593682669014189
"LAGE3",1035.35662985118,1.98445201650208,0.323593641661176,3.04224771367067,0.00234818565414188,0.0597628811328803
"RCOR2",148.635213772489,3.11764879140025,0.696738334549463,3.03937459214097,0.00237069880472082,0.0602471265358536
"DDR2",3382.76814279508,-3.09478976958151,0.689557623262025,-3.03787486196134,0.00238252869961997,0.0604588523614283
"MYH2",13.4203136520118,-4.46565517509078,1.14154157070522,-3.03594303004645,0.00239784665911551,0.0607583403462979
"C20orf160",422.744765190242,-2.41589722271103,0.466695507728404,-3.03387797667644,0.00241432061289201,0.0610861998702589
"CXCL12",20293.527906378,-2.43012938222666,0.47164658098709,-3.03220555364485,0.00242773821183583,0.0613358830975657
"PDE1B",1459.42161280632,-3.42776473009063,0.800816035477033,-3.03161353236945,0.00243250424149118,0.0613665778061446
"IQSEC3",180.157726191874,-2.70587323083119,0.563292234618786,-3.02839827356338,0.00245853834672574,0.0619329463116143
"WFIKKN2",10.7576235222621,-3.79677580348188,0.923765082812848,-3.02758337105117,0.00246517702675238,0.0620097877719182
"TEK",2101.18870295328,-2.64638125162227,0.544028500771296,-3.02627757422289,0.00247584903128576,0.0621877138221647
"ADCY4",1054.44859778006,-2.57601489742872,0.52102237454776,-3.02485070587742,0.00248755884781785,0.0623911530466477
"SLC16A3",2085.69217218429,3.5089786066355,0.829928238809024,3.02312716848384,0.00250177088353557,0.0626566704904032
"UMODL1",13.3882550061729,3.60210997150715,0.861765628341613,3.01951004534105,0.00253183896802372,0.0632759641448635
"ECM2",6574.82614829717,-3.16902842523512,0.718394282909254,-3.01927294918228,0.00253382137539758,0.0632759641448635
"TLN2",6103.19820154037,-2.6091935629066,0.533070486081017,-3.01872567497955,0.00253840266388168,0.0632988981739384
"MMP9",4155.3533526337,3.76074384328988,0.91585814291149,3.01437931699067,0.00257505635264372,0.0641203873631644
"EYS",167.30883404081,-3.18733148258249,0.726335469553127,-3.01146174773514,0.00259993158308547,0.0645819457958051
"EIF4E1B",21.2632726899693,6.65333639747895,1.87747676130805,3.01113521828107,0.00260272920450328,0.0645819457958051
"PPAP2A",4872.74875987715,-2.35497041101164,0.450022730119922,-3.01089327343658,0.00260480390137586,0.0645819457958051
"EZH2",711.101539120499,3.02491890394785,0.672637006398329,3.01041852393817,0.00260887931215409,0.0645903200477576
"GAPDH",175988.050720996,2.64758685910539,0.547448659239309,3.00957328381211,0.00261614957158799,0.0646776548592448
"LOC283856",6.41582210352272,-4.47444914590655,1.15535962499719,-3.00724473205908,0.00263627431099951,0.0650820805262609
"HBA1",1572.71536399051,-6.70422554817575,1.89874943493528,-3.00420131441417,0.00266279069192381,0.0656429186121759
"ALAS2",11.5628565065856,-5.89489602123183,1.63229634018626,-2.99877902113857,0.00271063829210052,0.0667272654213519
"TBX15",1474.72182541188,-2.96405392529934,0.655306474944324,-2.99715324110938,0.00272513689166409,0.0669887491107356
"CASC5",316.061245767331,3.28034213125745,0.760953690933787,2.99668975711148,0.00272928317081867,0.0669953728336895
"CORIN",219.196553413415,3.57421056246932,0.859731538180243,2.99420278092629,0.00275162999899076,0.0674481106561125
"TMEM92",79.6422440842811,3.7694833723783,0.926370492580639,2.98960663639362,0.00279336924507399,0.0683742406857276
"CETP",432.085081913505,-3.71799145218451,0.909298421595559,-2.98910829231972,0.00279792946318858,0.0683889944177678
"CACNA2D1",565.791373493223,-2.5697504843729,0.525444989212602,-2.98746874858437,0.0028129805268934,0.0686597690469559
"FMOD",13189.5016755829,-2.44605566759799,0.484507300351375,-2.98459004962212,0.00283958606294743,0.0692114058586665
"LHFP",5486.6899128899,-2.40417282362137,0.471315900445099,-2.97926045417799,0.0028894505713985,0.0703275990483627
"SLC7A5",6843.25947298098,3.64400014013801,0.888957986783301,2.97426895246798,0.00293687534993655,0.0713813543210317
